bfvd_entry	accession	virus_taxid	virus_name	host_taxid	host_name	host_bucket
A0A2Z5HGN0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HGN0	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGN1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2Z5HGN1	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGN4_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2Z5HGN4	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGN6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HGN6	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGN7_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2Z5HGN7	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HGN8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2Z5HGN8	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
M9PK17_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	M9PK17	1258572	Escherichia phage EC1-UPM	562	Escherichia coli	bacteria
M9PK98_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	M9PK98	1258572	Escherichia phage EC1-UPM	562	Escherichia coli	bacteria
M9PK99_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	M9PK99	1258572	Escherichia phage EC1-UPM	562	Escherichia coli	bacteria
M9PKD4_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	M9PKD4	1258572	Escherichia phage EC1-UPM	562	Escherichia coli	bacteria
M9PKX8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	M9PKX8	1258572	Escherichia phage EC1-UPM	562	Escherichia coli	bacteria
Q01434_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q01434	10665	Tequatrovirus T4	316385	Escherichia coli str. K-12 substr. DH10B	bacteria
Q6QGF2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q6QGF2	2695836	Escherichia phage T5	562	Escherichia coli	bacteria
Q6QGF3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	Q6QGF3	2695836	Escherichia phage T5	562	Escherichia coli	bacteria
A0A0A0YQU1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A0A0YQU1	1540097	Escherichia phage Pollock	562	Escherichia coli	bacteria
A0A0A0YQU6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0A0YQU6	1540097	Escherichia phage Pollock	562	Escherichia coli	bacteria
A0A0A0YQV2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0A0YQV2	1540097	Escherichia phage Pollock	562	Escherichia coli	bacteria
A0A0A0YQZ6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0A0YQZ6	1540097	Escherichia phage Pollock	562	Escherichia coli	bacteria
A0A0N9SJY8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0N9SJY8	1718669	Escherichia phage SUSP2	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A0N9SLL3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0N9SLL3	1718669	Escherichia phage SUSP2	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
P39245_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	P39245	10665	Tequatrovirus T4	316385	Escherichia coli str. K-12 substr. DH10B	bacteria
P39415_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	P39415	10665	Tequatrovirus T4	316385	Escherichia coli str. K-12 substr. DH10B	bacteria
UPI0018AD4C65_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	UPI0018AD4C65	2716354	Escherichia phage 520873	562	Escherichia coli	bacteria
UPI0018AD4DFD_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	UPI0018AD4DFD	2886919	Escherichia phage H8	562	Escherichia coli	bacteria
A0A097EXS6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A097EXS6	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXS8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A097EXS8	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXS9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A097EXS9	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXT5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A097EXT5	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXU5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A097EXU5	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXU7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A097EXU7	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXV3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A097EXV3	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXV4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A097EXV4	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXW4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A097EXW4	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A097EXX1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A097EXX1	1555202	Escherichia phage 121Q	562	Escherichia coli	bacteria
A0A2I6PD60_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2I6PD60	2065191	Escherichia phage LAMP	562	Escherichia coli	bacteria
A0A2Z5ZD29_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5ZD29	2083276	Escherichia phage EcS1	562	Escherichia coli	bacteria
A0A2Z5ZD59_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5ZD59	2083276	Escherichia phage EcS1	562	Escherichia coli	bacteria
A0A386KBV8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A386KBV8	2060721	Escherichia phage T2	562	Escherichia coli	bacteria
A0A386KCB8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A386KCB8	2060721	Escherichia phage T2	562	Escherichia coli	bacteria
A0A386KJZ7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A386KJZ7	2315486	Escherichia phage FEC19	83334	Escherichia coli O157:H7	bacteria
A0A386KL14_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A386KL14	2315527	Escherichia phage vB_vPM_PD06	562	Escherichia coli	bacteria
A0A3G3MBQ9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A3G3MBQ9	2448911	Escherichia phage OLB35	562	Escherichia coli	bacteria
A0A3G3MBS6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A3G3MBS6	2448911	Escherichia phage OLB35	562	Escherichia coli	bacteria
A0A3G3MBV3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A3G3MBV3	2448911	Escherichia phage OLB35	562	Escherichia coli	bacteria
A0A3G3MBV7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A3G3MBV7	2448911	Escherichia phage OLB35	562	Escherichia coli	bacteria
A0A3G3MBW4_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A3G3MBW4	2448911	Escherichia phage OLB35	562	Escherichia coli	bacteria
A0A3G3MC37_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A3G3MC37	2448911	Escherichia phage OLB35	562	Escherichia coli	bacteria
A0A3G3MC93_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A3G3MC93	2448911	Escherichia phage OLB35	562	Escherichia coli	bacteria
A0A3G3MCF9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A3G3MCF9	2448910	Escherichia phage OLB145	562	Escherichia coli	bacteria
A0A6B9XG80_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A6B9XG80	2696438	Escherichia phage outra	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A6B9XGA6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6B9XGA6	2696430	Escherichia phage navn	83333	Escherichia coli K-12	bacteria
A0A6B9XGI3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A6B9XGI3	2696411	Escherichia phage jat	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A6B9XGL8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6B9XGL8	2696435	Escherichia phage nomine	83333	Escherichia coli K-12	bacteria
A0A6B9XGY9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A6B9XGY9	2696411	Escherichia phage jat	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A6B9XH01_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6B9XH01	2696383	Escherichia phage anhysbys	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A6B9XH52_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A6B9XH52	2696394	Escherichia phage ekra	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A650DG79_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A650DG79	2682770	Escherichia phage Ec_Makalu_002	562	Escherichia coli	bacteria
A0A650DGB4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A650DGB4	2682770	Escherichia phage Ec_Makalu_002	562	Escherichia coli	bacteria
A0A650DGF0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A650DGF0	2682770	Escherichia phage Ec_Makalu_002	562	Escherichia coli	bacteria
A0A650EYU5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A650EYU5	2666261	Escherichia phage FP43	83334	Escherichia coli O157:H7	bacteria
A0A650EZ80_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A650EZ80	2666261	Escherichia phage FP43	83334	Escherichia coli O157:H7	bacteria
A0A650EZM8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A650EZM8	2666261	Escherichia phage FP43	83334	Escherichia coli O157:H7	bacteria
A0A650FB71_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A650FB71	2666261	Escherichia phage FP43	83334	Escherichia coli O157:H7	bacteria
A0A653FRU0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A653FRU0	2844218	Peduovirus P22H4	562	Escherichia coli	bacteria
A0A653FS65_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A653FS65	2844222	Peduovirus P24E6b	562	Escherichia coli	bacteria
A0A653FSE4_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A653FSE4	2844219	Peduovirus P24A7b	562	Escherichia coli	bacteria
A0A653FSF8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A653FSF8	2844219	Peduovirus P24A7b	562	Escherichia coli	bacteria
A0A653FSG8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A653FSG8	2844217	Peduovirus P22H1	562	Escherichia coli	bacteria
A0A653FSJ6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A653FSJ6	2844219	Peduovirus P24A7b	562	Escherichia coli	bacteria
A0A7M1ID57_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7M1ID57	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A7M1ID58_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7M1ID58	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A7M1ID59_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7M1ID59	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A7M1ID65_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7M1ID65	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A7M1ID68_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7M1ID68	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A7M1ID69_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7M1ID69	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A7M1ID71_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7M1ID71	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A7M1ID72_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7M1ID72	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A7M1ID73_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7M1ID73	2776769	Escherichia phage vB_EcoM_WL-3	562	Escherichia coli	bacteria
A0A1B2APA8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A1B2APA8	1883203	Escherichia phage Greed	562	Escherichia coli	bacteria
A0A1B2APB3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1B2APB3	1883203	Escherichia phage Greed	562	Escherichia coli	bacteria
A0A1B2APB4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A1B2APB4	1883203	Escherichia phage Greed	562	Escherichia coli	bacteria
A0A1B2APB9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A1B2APB9	1883203	Escherichia phage Greed	562	Escherichia coli	bacteria
A0A1B2APC1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1B2APC1	1883203	Escherichia phage Greed	562	Escherichia coli	bacteria
A0A1B2APC3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1B2APC3	1883203	Escherichia phage Greed	562	Escherichia coli	bacteria
A0A1B2APC9_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A1B2APC9	1883203	Escherichia phage Greed	562	Escherichia coli	bacteria
A0A1D7XF46_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1D7XF46	1881104	Escherichia phage ESCO13	562	Escherichia coli	bacteria
A0A1D7XF67_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1D7XF67	1881104	Escherichia phage ESCO13	562	Escherichia coli	bacteria
A0A1D7XF76_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1D7XF76	1881104	Escherichia phage ESCO13	562	Escherichia coli	bacteria
A0A1D7XFK1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A1D7XFK1	1881104	Escherichia phage ESCO13	562	Escherichia coli	bacteria
A0A0A0RQK9_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A0A0RQK9	1540098	Escherichia phage Seurat	562	Escherichia coli	bacteria
A0A0A0RQL3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0A0RQL3	1540098	Escherichia phage Seurat	562	Escherichia coli	bacteria
A0A0A0RQL9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0A0RQL9	1540098	Escherichia phage Seurat	562	Escherichia coli	bacteria
A0A0D5BIH2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0D5BIH2	1598146	Escherichia phage 172-1	562	Escherichia coli	bacteria
A0A0D5BII2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0D5BII2	1598146	Escherichia phage 172-1	562	Escherichia coli	bacteria
A0A2D3QLU3_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2D3QLU3	1897641	Escherichia phage ZG49	562	Escherichia coli	bacteria
A0A6C0R0K3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6C0R0K3	2696386	Escherichia phage bob	511145	Escherichia coli str. K-12 substr. MG1655	bacteria
A0A067YYW6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A067YYW6	1416031	Escherichia phage vB_EcoS_AKS96	83334	Escherichia coli O157:H7	bacteria
A0A067ZGX4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A067ZGX4	1391223	Escherichia phage vB_EcoP_PhAPEC7	562	Escherichia coli	bacteria
A0A076G8D1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A076G8D1	1527519	Escherichia phage Av-05	83334	Escherichia coli O157:H7	bacteria
A0A2H4PIH0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2H4PIH0	2053625	Salmonella phage SP3	1248823	Escherichia coli O145:H28 str. RM12581	bacteria
A0A2H4PIH5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2H4PIH5	2053625	Salmonella phage SP3	1248823	Escherichia coli O145:H28 str. RM12581	bacteria
A0A2H4PIP2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2H4PIP2	2053625	Salmonella phage SP3	1248823	Escherichia coli O145:H28 str. RM12581	bacteria
A0A2H4PIP3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2H4PIP3	2053625	Salmonella phage SP3	1248823	Escherichia coli O145:H28 str. RM12581	bacteria
A0A2H4PIP6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2H4PIP6	2053625	Salmonella phage SP3	1248823	Escherichia coli O145:H28 str. RM12581	bacteria
A0A2H4PIQ9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2H4PIQ9	2053625	Salmonella phage SP3	1248823	Escherichia coli O145:H28 str. RM12581	bacteria
A0A499Q6N8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A499Q6N8	2144176	Escherichia phage vB_EcoM-Ro121c4YLVW	562	Escherichia coli	bacteria
A0A2Z5HEX5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HEX5	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HEZ3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HEZ3	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HEZ9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HEZ9	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HF03_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2Z5HF03	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HF07_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2Z5HF07	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A2Z5HF12_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2Z5HF12	2267248	Escherichia phage CMSTMSU	562	Escherichia coli	bacteria
A0A482G5Y0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482G5Y0	2502297	Escherichia phage vB_EcoM_G2133	562	Escherichia coli	bacteria
A0A482G730_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A482G730	2502307	Escherichia phage EdH4	562	Escherichia coli	bacteria
A0A482G7T6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482G7T6	2502307	Escherichia phage EdH4	562	Escherichia coli	bacteria
A0A482G893_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A482G893	2502408	Escherichia phage vB_EcoM_G17	562	Escherichia coli	bacteria
A0A482G8P5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A482G8P5	2502408	Escherichia phage vB_EcoM_G17	562	Escherichia coli	bacteria
A0A482G8R6_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A482G8R6	2502297	Escherichia phage vB_EcoM_G2133	562	Escherichia coli	bacteria
A0A482G8W1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A482G8W1	2502408	Escherichia phage vB_EcoM_G17	562	Escherichia coli	bacteria
A0A482G931_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A482G931	2502408	Escherichia phage vB_EcoM_G17	562	Escherichia coli	bacteria
A0A482G944_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A482G944	2502408	Escherichia phage vB_EcoM_G17	562	Escherichia coli	bacteria
A0A482G9A2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A482G9A2	2502410	Escherichia phage vB_EcoM_G2248	562	Escherichia coli	bacteria
A0A5P8D5J1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A5P8D5J1	2593465	Escherichia virus ECH1	562	Escherichia coli	bacteria
A0A6H1Z657_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A6H1Z657	2719567	Enterobacteria phage vB_EcoM_IME540	562	Escherichia coli	bacteria
A0A6J4EGF1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6J4EGF1	2742112	Escherichia phage EK010	562	Escherichia coli	bacteria
A0A6J4EH26_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6J4EH26	2742112	Escherichia phage EK010	562	Escherichia coli	bacteria
A0A6J4EH38_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A6J4EH38	2742112	Escherichia phage EK010	562	Escherichia coli	bacteria
A0A7G3M4Y4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7G3M4Y4	2653706	Escherichia phage vB_EcoM_3HA11	83334	Escherichia coli O157:H7	bacteria
A0A7G3M705_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A7G3M705	2653706	Escherichia phage vB_EcoM_3HA11	83334	Escherichia coli O157:H7	bacteria
A0A7G3M7B2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7G3M7B2	2653706	Escherichia phage vB_EcoM_3HA11	83334	Escherichia coli O157:H7	bacteria
A0A7G3M8A2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7G3M8A2	2653706	Escherichia phage vB_EcoM_3HA11	83334	Escherichia coli O157:H7	bacteria
A0A7G3M9C3_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	A0A7G3M9C3	2653706	Escherichia phage vB_EcoM_3HA11	83334	Escherichia coli O157:H7	bacteria
D9ZNF8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNF8	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNF9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNF9	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNG0_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	D9ZNG0	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNG1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNG1	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNG2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNG2	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNG5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNG5	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNG7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNG7	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNG8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNG8	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNH1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	D9ZNH1	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
D9ZNH3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	D9ZNH3	871584	Clostridium phage phiCTP1	562	Escherichia coli	bacteria
UPI00076F13E6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	UPI00076F13E6	10665	Tequatrovirus T4	316385	Escherichia coli str. K-12 substr. DH10B	bacteria
A0A5P8D3U5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A5P8D3U5	2593465	Escherichia virus ECH1	562	Escherichia coli	bacteria
A0A088FV42_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A088FV42	1541883	Escherichia phage vB_EcoM-ep3	562	Escherichia coli	bacteria
A0A088FV72_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A088FV72	1541883	Escherichia phage vB_EcoM-ep3	562	Escherichia coli	bacteria
A0A088FVF4_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A088FVF4	1541883	Escherichia phage vB_EcoM-ep3	562	Escherichia coli	bacteria
A0A0U4K4R8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A0U4K4R8	1777059	Escherichia phage phiE142	83334	Escherichia coli O157:H7	bacteria
A0A2H4PNY0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2H4PNY0	2053671	Escherichia phage FEC14	562	Escherichia coli	bacteria
A0A2H4PNY0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2H4PNY0	2053671	Escherichia phage FEC14	83334	Escherichia coli O157:H7	bacteria
A0A2H4PP62_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2H4PP62	2053671	Escherichia phage FEC14	562	Escherichia coli	bacteria
A0A2H4PP62_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2H4PP62	2053671	Escherichia phage FEC14	83334	Escherichia coli O157:H7	bacteria
A0A2H4PP72_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2H4PP72	2053671	Escherichia phage FEC14	562	Escherichia coli	bacteria
A0A2H4PP72_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	A0A2H4PP72	2053671	Escherichia phage FEC14	83334	Escherichia coli O157:H7	bacteria
A0A2H4PP91_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2H4PP91	2053671	Escherichia phage FEC14	562	Escherichia coli	bacteria
